,predicted_score,original_score,sentence1,sentence2
336,3.096395991742611,1.2,A white bird flying up onto a tree.,A white cat laying on a sheet.
337,3.3766797930002213,1.4,"A woman at the dining table with wine, beer, and lemons.",Four women and two men sit at a long table in a restaurant.
338,4.507213830947876,2.6,A laptop computer and a computer monitor.,A laptop and a PC at a workstation.
339,4.226681590080261,2.4,A white cat laying on an office chair.,A white cat laying on a sheet.
340,2.708033248782158,0.0,A small yellow boat sitting on a tropical beach.,A small girl sits on a stone ledge near a white flowering plant.
341,4.544433951377869,4.0,Two women are sheering a white sheep inside of a wooden building.,Two women shearing a white sheep in a wooden stall.
342,4.0694305300712585,3.0,A man with glasses and two plastic bottles in the foreground.,A man talking with two water bottles sitting in front of him.
343,4.56673264503479,4.0,A close-up of a brown horse.,A close-up of a horse.
344,4.524870812892914,4.0,An office with multiple desks and green walls.,Small office space with bright green walls.
345,3.7862813472747803,2.0,A woman leading a white horse.,A man in a tux on a white horse.
346,4.077228754758835,4.0,A man on a motorcycle performing a wheelie.,Motorcyclist performing a wheelie next to a car.
347,4.0230754017829895,2.2,Left side of a silver train engine.,A close-up of a black train engine.
348,3.7718504667282104,2.2,Blue couch and twin bed in a living room.,A leather couch and wooden table in a living room.
349,4.027422070503235,3.4,A white bicycle stands on a floor.,Old style bicycle parked on floor.
350,4.227738529443741,3.2,A bird eating from a bird feeder.,A yellow bird eating fruit on a bird feeder.
351,4.5744867622852325,4.0,Black bird sitting on a concrete slab.,Black bird standing on concrete.
352,4.515330940485001,3.2,Dark colored dog standing in grassy field.,A grey dog standing in a grassy field.
353,4.389025866985321,3.8,A young blonde girl wearing a smile and a bicycle helmet.,A young girl wearing a bike helmet with a bicycle in the background.
354,4.5381960272789,3.0,Two brown horses standing in grassy field.,Brown horse standing in middle of grassy field.
355,4.710092693567276,4.0,Boy lying on couch with small white dog.,A small boy laying on a sofa with a dog.
356,4.534821510314941,2.2,A woman is laying down on the floor and holding a baby up above her.,A man is laying on the floor holding a baby up above him.
357,4.49246883392334,3.4,A grey house with a red door.,House with a red door.
358,4.726058840751648,3.8,A woman with a white horse.,A woman leading a white horse.
359,3.0845245718955994,0.0,Depressed woman sitting on couch.,Older woman holding newborn baby.
360,2.993650361895561,0.0,An elderly woman catches a ride on the back of the bicycle.,The boats are on the water located in front of the mountain.
361,4.959254264831543,4.8,The brown and white cows are eating in the trough.,Brown and white cows are eating from a trough.
362,4.219254106283188,3.0,"A young woman with outstretched arms stands in front of a ""Going Places"" bus.",TThe girl is standing in front of the open door of the bus.
363,2.5483963591977954,0.8,Black and white cow standing in grassy field.,A black and white photo of a man standing next to a bus.
364,4.546014368534088,4.2,A group of people having a meal outside.,A group of people eat at a table outside.
365,4.76368322968483,4.2,Two cats sitting together on the sofa looking out the window.,Two cats sit on the back of a couch looking out the window.
366,2.5267691677436233,0.0,A man sitting on a bench looking at a dog on a leash sitting on sidewalk.,A women holds a small baby while sitting on a sofa.
367,4.559077322483063,4.2,A blue scooter parked on a sidewalk.,A blue moped parked on the sidewalk.
368,4.811696708202362,4.6,Two gray dogs run together over the green grass.,Two grey dogs running in green grass.
369,4.932216107845306,5.0,Two dogs are running in a grassy field,Two dogs running through a grassy field.
370,2.7533480897545815,0.0,The couple is sitting near the water in lawn chairs.,The boy hops from one picnic table to the other in the park.
371,3.470867872238159,3.2,German Shephard jumping through black hoop while people watch,A dog jumps through a hoop.
372,3.9868226647377014,2.6,A group of people standing in the street,A woman addressing a diverse group of people standing in the street.
373,3.6398646235466003,2.2,A dog runs on brown grass.,A wet dog runs through the yellow grass holding a tennis ball.
374,4.962341636419296,4.6,The man and two young boys jump on a trampoline.,A man and two boys jump on a trampoline.
375,4.933634549379349,5.0,"A man eating an apple, sitting in public.",A man sits in a public place eating an apple.
376,4.183529168367386,4.6,two young girls hug each other in the grass.,two young girls holding each other on the grassy ground
377,4.784945249557495,4.6,Two white dogs are walking through deep white snow.,Two white dogs walk through a huge bank of mountain snow.
378,4.654655158519745,4.8,Four girls in swimsuits are playing volleyball at the beach.,Four women in bikinis are playing volleyball on the beach.
379,2.4415103904902935,0.6,Kids playing ball in the park.,Two dogs playing by the shore.
380,2.6435724832117558,0.2,A man in a dress suit is riding a bike down the paved road.,A man is using a large pole to remove letters from a sign.
381,3.5281380265951157,2.2,A black and white dog is running in a grassy garden surrounded by a white fence.,A black and white dog is jumping over a hurdle.
382,4.676168262958527,4.8,The group of hikers is resting in front of a mountain.,Several hikers rest with their gear in front of a mountain.
383,2.933427393436432,1.2,Two girls in blue and teal dresses and large hats are standing next to a large tree trunk.,"A woman, a little boy, and a tiny baby are standing in front of a cow statue."
384,4.0461744368076324,2.2,A woman is sitting up asleep with her head resting on her hand.,A man who is resting his head on his hand.
385,4.893546104431152,4.6,A young boy jumping into a lake.,The boy is jumping into a lake.
386,3.883272558450699,2.6,A black dog is chasing two birds on the shore of the ocean.,A dog is running along the beach beside the ocean.
387,4.429323375225067,3.6,A man and a woman on a bench.,A man and woman sit on a park bench.
388,3.1880009919404984,0.8,The brown dog is laying down on a blue sheet.,A brown dog and two black dogs in an overgrown grassy field.
389,4.5241546630859375,2.4,Two dogs fighting in the snow.,Two dogs standing in the snow.
390,4.7811490297317505,4.8,The man and two young boys jump on a trampoline.,A man and two boys are bouncing on a trampoline.
391,4.871748983860016,5.0,A man practicing boxing,A man practices boxing
392,3.128943219780922,0.4,The girl with the blue bucket splashes beneath the pier.,The girl in the ski jacket is walking near the buildings.
393,4.168398678302765,3.2,A group of people stand in the sand looking out at the water.,A group of people are standing on the beach in front of some boats.
394,4.189786016941071,1.8,A black dog is running after a white dog in the snow.,Black dog chasing brown dog through snow
395,4.378684461116791,3.2,A small white dog running across a lawn.,A small white dog running
396,4.427113831043243,3.4,The white and brown dog is running quickly through the grass.,The big white dog is running in the grass.
397,4.905122667551041,4.8,A black dog is running in the grass.,The black dog is running through the grass.
398,4.7004856169223785,4.2,A black and white dog swimming in clear water.,A small black and white dog is swimming in water.
399,4.259862005710602,2.6,Black and white dog running through water.,A black and white dog is running through grass.
400,3.922073245048523,2.2,two dogs running in the snow,A dog laying in the snow.
401,3.3570340275764465,1.4,A golden dog is running through the snow.,A pack of sled dogs pulling a sled through a town.
402,4.297614395618439,2.6,A skateboarder on a city street.,"A skateboarder in the air at a big, outdoor ramp."
403,3.08774184435606,1.2,A girl bounces in a bounce house.,A girl dances like a man in costume
404,3.4952419251203537,1.8,A brown and white dog is catching a tennis ball while standing on its hind legs.,the brown and white dog is carrying a stick in his mouth.
405,4.51059490442276,4.0,a wet black dog with a red collar is in the river,A black dog with a red collar wading through the water.
406,2.7941114082932472,0.4,Two people are walking by the ocean.,Two men in fleeces and hats looking at the camera.
407,3.04512906819582,0.0,Two little girls in pink are dancing.,Two ladies jogging on a path near the waterfront.
408,2.5150217837654054,0.4,A woman in jeans plays a video game in front of a large screen.,A man and a woman are posing for a photograph in front of a yellow flower-bed.
409,4.594097137451172,3.0,Two people walking along the shore at sunset.,Two people walking along the beach at sunset towarn a group of people.
410,4.659159034490585,4.0,A black dog is running through the snow.,The black and brown dog is running through the snow.
411,2.9835884645581245,1.4,A woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel.,A woman in a white shirt and black skirt on a tennis court.
412,2.862587347626686,0.4,Three people stand in an outdoor glass structure.,A girl stands high on an obstacle course platform.
413,3.312593847513199,2.4,A group of people are at a convention waving American flags.,A crowd of people at an outdoor event
414,3.5413236916065216,2.8,A boy skateboards down the railing of some graffiti stairs,A skateboarder is jumping over an obstacle in front of a white house.
415,4.691761136054993,4.6,A white dog is running through the water at a beach,A white dog is running through the water onto the shore.
416,4.76080060005188,4.2,A man and woman blow bubbles.,A man and a woman in glasses blow bubbles.
417,4.070143699645996,3.2,a skateboard performs a trick off a quarter pipe.,A skateboarder attempts to do a trick over a homemade ramp.
418,3.085355795919895,1.2,A woman and a man are amused by headphones.,A man and a woman resting after exercise.
419,4.15883868932724,1.8,Two girls walking in the ocean.,two girls walking in the street
420,3.7621012330055237,2.6,Boat sails in rough water.,A man is kayaking in rough waters.
421,3.256336972117424,1.6,Three dogs are playing in the white snow.,Two dogs are playing in the grass.
422,2.4020500294864178,0.0,A man in red swim trunks playing volleyball.,A man and woman sitting on a motorcycle.
423,4.433095157146454,3.8,Two people in snowsuits laying in the snow making snow angels,Two children lying in the snow making snow angels
424,4.463971555233002,4.0,A little blonde girl is standing in front of a water fountain.,A young girl standing in front of a fountain
425,4.863281548023224,4.8,A boy riding on a swing.,A young boy riding in a swing.
426,4.036895930767059,2.4,A black dog running through the snow.,A black dog runs through the water.
427,4.8364923894405365,5.0,A black dog walking beside a pool.,A black dog is walking along the side of a pool.
428,2.7506607212126255,0.0,The man is wearing a black shirt and hat and smiling.,A man is lifting a little girl above his head.
429,4.545208215713501,3.6,A man and a woman are riding bikes on a street.,A man and woman are riding bicycles across a junction in the city.
430,3.762856125831604,2.4,Two dogs in the snow,Two dogs play in the grass.
431,4.761569797992706,4.2,Three dogs playing in the snow.,Three dogs run in the snow.
432,2.6300279051065445,0.2,The boy in the orange shirt is throwing the ball.,The black and white muzzled dog is leaping above the grass.
433,4.841255843639374,4.2,Several people are sitting around a fire at night.,A group of people sit around a blazing fire at night.
